#url-source-assignments format=1 generator=Gates.UrlCensusInput input-sha256=a5aa827f544f9077912dc1553cfd9025b6afa4e996460074b5f67d83e0f3c805 candidates=1473
#ordinal	kind	byte-start	byte-end	span-sha256	label	section	owner	reason
#input spans-sha256=444f54d5563bb8f21d04866cfc4e9dcc4ef7e1ccb380afb6f414f1b6153c23e2
#input explanations-sha256=6cd87e7a3e9e246692fc36cc52f41ed5834a45d5f66b569442c30c0cf87b7466
#input dispositions-sha256=766a539e43db1909506a938bdcb156111535a8189c542e2529885f31b6224a90
#input overrides-sha256=c2ce025fde1d98c03c28f6818269e8ab21d5e13e43a4aa4ec8e3a3339182e81c
#input dependencies-sha256=2fb67b7f4e4cab820b69a8b5125929e75b882c9e061f5323eff40cff0d5350b8
#input externals-sha256=492ba571becb2eadd939d74ff28c6689bcc0d09b1e6e661025d7f4621955a6ad
1307	algorithm	145075	145404	36ddfd284281b4b8fcb4bfc7dfb9e146ec23887626c847220932ed7999656c8f	URL/hostname	url-class	op.api-url-hostname-getter	
1308	prose	145091	145168	02df6a15178a1eafeeb8b53bf16078c062f8d7be9bf13ac4d55c3a754d41d502	The hostname getter steps are:	url-class	op.api-url-hostname-getter	
1309	definition	145098	145148	f9f1b85d31f76c0819e4828de763019fd5eef00d10a61763b032703d2f33fbc3	URL/hostname	url-class	op.api-url-hostname-getter	
1310	list	145168	145397	5466aeb377787b614404dc9402a705951f03cc03b61fb79479830c95133b0392	ol	url-class	op.api-url-hostname-getter	
1311	prose	145178	145281	8370227641dafd4623b4e50b5c904af04271937f3bbc5057b0ea515ed9879ed6	If this's URL's host is null, then return the empty string.	url-class	op.api-url-hostname-getter	
1312	prose	145285	145392	8c3f2410e2d62f0e67dc61e8bdb7cef46dbd37a5925e1dc175e00f49ea3a9a78	Return this's URL's host, serialized.	url-class	op.api-url-hostname-getter	
1313	algorithm	145406	145858	17782e3451c5af95ed2fbb9e0aa25ba66688cc09ec0cfad8427544a67074bc8d	hostname setter	url-class	op.api-url-hostname-setter	
1314	prose	145440	145513	336ff06bfd4ab278781bb5c6aa8df8e4f29597505f7c9279c8ee6054353d71fc	The hostname setter steps are:	url-class	op.api-url-hostname-setter	
1315	list	145513	145851	8ad4cfa125113691f3c72cd77e56608252169bf7629b4e73ce4daf81701a5f8c	ol	url-class	op.api-url-hostname-setter	
1316	prose	145523	145612	3b1748ceed480796b569d1d97acb5696e4fd578766047a61db36b321c6d3794b	If this's URL has an opaque path, then return.	url-class	op.api-url-hostname-setter	
1317	prose	145616	145846	cf5015acff3e656687d29d766f6bd5312ec8a5f63b16057a9a897c5911748fb4	Basic URL parse the given value with this's URL as url and hostname state as state override.	url-class	op.api-url-hostname-setter	
1318	algorithm	145860	146190	ff068fa30e1cab5036cee30701a0278484286ca2d1b31bf7c317d20c68a5fe82	URL/port	url-class	op.api-url-port-getter	
1319	prose	145876	145949	0e376eae9585e12e2b8dbec6349fa15cb7aac3b21f331afbd32a41d5914dcc84	The port getter steps are:	url-class	op.api-url-port-getter	
1320	definition	145883	145929	0eb6c1c1346e8715e92055e1489a1c16359864fa657b280881f85b6ca6478562	URL/port	url-class	op.api-url-port-getter	
1321	list	145949	146183	3226c2c132a2b50f97d921b8cf7d13add1ce4851982a4e0a7fd671f03201e245	ol	url-class	op.api-url-port-getter	
1322	prose	145959	146062	f543dc06032f94479f79420e6a0d949fae880a1c8cb6f4bc249841348ba0a25a	If this's URL's port is null, then return the empty string.	url-class	op.api-url-port-getter	
1323	prose	146066	146178	7899d2280dc3bfc74c479c568623ced1d54ec9d870901b453386c6c204aa5459	Return this's URL's port, serialized.	url-class	op.api-url-port-getter	
1324	algorithm	146192	146777	936fcc6515541838ce539c7bd304f394128f1b18d39c7a981bd8d4545a98e024	port setter	url-class	op.api-url-port-setter	
1325	prose	146222	146291	9c0d992ae78c7036d1cdc818354f6710ef86480d79536ebb4d185e9eb05275ee	The port setter steps are:	url-class	op.api-url-port-setter	
1326	list	146291	146770	742832bdc285d4ae00d924b4285355d095bdcfa8513cb304373b873b99d4a12d	ol	url-class	op.api-url-port-setter	
1327	prose	146301	146401	67e64c9ec60b3982cdf8ea9844f5d75d8a69a03a30c20939d9c3e24d907aa1ac	If this's URL cannot have a username/password/port, then return.	url-class	op.api-url-port-setter	
1328	prose	146405	146524	651bed262dfbe1d8b2b7249c614892b2a4e96398c3a7961f52572a9dcef4e643	If the given value is the empty string, then set this's URL's port to null.	url-class	op.api-url-port-setter	
1329	prose	146528	146765	7abcb49d66da4003363332531e8eaf7cdb853ffa8dd1f4d8a4d18e71fce4da8e	Otherwise, basic URL parse the given value with this's URL as url and port state as state override.	url-class	op.api-url-port-setter	
1330	algorithm	146779	146962	ff5e473341b2ad2e07a594b58ef9c2c4ebf2624b3108c8e11654eff19024770d	URL/pathname	url-class	op.api-url-pathname-getter	
1331	prose	146795	146956	66352df2cb102c64e3214c0706b61573bba485ce9adf6f0451a1923539e1c228	The pathname getter steps are to return the result of URL path serializing this's URL.	url-class	op.api-url-pathname-getter	
1332	definition	146802	146852	403c444f9d4958dfda80ebb619d24d55e6b7aeeed13457f5b037eee161bda141	URL/pathname	url-class	op.api-url-pathname-getter	
1333	algorithm	146964	147505	575bf2d7193a1fde0ef99430e059e11dc626b26134b4866da9b6840eb803861e	pathname setter	url-class	op.api-url-pathname-setter	
1334	prose	146998	147071	ffc0b2516a7bcb65fb7160a678148f943eafce1a848757a1eedbb7b7a1290bb7	The pathname setter steps are:	url-class	op.api-url-pathname-setter	
1335	list	147071	147498	afea9952f44da6081a196ac3e5cd11727d5c7baedd674a4dc0c3046b27de7fa2	ol	url-class	op.api-url-pathname-setter	
1336	prose	147081	147170	3b1748ceed480796b569d1d97acb5696e4fd578766047a61db36b321c6d3794b	If this's URL has an opaque path, then return.	url-class	op.api-url-pathname-setter	
1337	prose	147174	147257	2f2e5598eb320b3bdcda76e527cbc7827515ae0755cd52cc9eb1a027905f3299	Empty this's URL's path.	url-class	op.api-url-pathname-setter	
1338	prose	147261	147493	a5a626678ee1332e66c982db0f096c472d04f68a2955c10d4d1b26274052d637	Basic URL parse the given value with this's URL as url and path start state as state override.	url-class	op.api-url-pathname-setter	
1339	algorithm	147507	147846	49847956718d176e531cda23b3468998903e9cc237dc8aec21029f0b16aeae65	URL/search	url-class	op.api-url-search-getter	
1340	prose	147523	147598	0152ebb3684e6347163f8504133075259ca101176065c0db53bd3aa1b6f19261	The search getter steps are:	url-class	op.api-url-search-getter	
1341	definition	147530	147578	386d955e58375bb0bc6bb8a1db1e7adb337b7f67da4db19fcfc174022faf3f3b	URL/search	url-class	op.api-url-search-getter	
1342	list	147598	147839	d46b8708c5e1563dcdfb795d1ec5cf303e641455290a37b1252917cbe021e821	ol	url-class	op.api-url-search-getter	
1343	prose	147608	147739	632dca57aea32d8631d83c9b2e6643aca16aa408d29a727df368e4f03ad2bf8b	If this's URL's query is either null or the empty string, then return the empty string.	url-class	op.api-url-search-getter	
1344	prose	147743	147834	5699bb978d6d47f4eb1c88a31e42a38806ce6f139cd87866906147ff200833e4	Return U+003F (?), followed by this's URL's query.	url-class	op.api-url-search-getter	
1345	algorithm	147848	148807	2082fda11588df3098883bdbf9c444c56efd0c74313c2ed68bb80012f8316f50	search setter	url-class	op.api-url-search-setter	
1346	prose	147880	147951	e51b29b67e2c079f25eb9814c6a5ff4e3f81de3e86b7ef4368c4764f556faaa3	The search setter steps are:	url-class	op.api-url-search-setter	
1347	list	147951	148800	5d26768e80b6e8e985e7e32cfbe6f7e80d8d43409eb931fa11181914f0e20182	ol	url-class	op.api-url-search-setter	
1348	prose	147961	148022	38436e8f1d8a673aa43b3b42db5efd58bd002ecf6e57e088fa9e49e009c3ef86	Let url be this's URL.	url-class	op.api-url-search-setter	
1349	prose	148026	148240	1e7a672dbad1d927ada8cee3c3a6fe8fba0cbdc646bd7c78151b150f4c70d1fc	If the given value is the empty string, then set url's query to null, empty this's query object's list, and return.	url-class	op.api-url-search-setter	
1350	prose	148244	148339	3fa3963af3e0cc34a39aeb587fd0d60103e8b8f9b7f332372002776e2c1f2fc3	Let input be the given value with a single leading U+003F (?) removed, if any.	url-class	op.api-url-search-setter	
1351	prose	148343	148411	075118499dd4db18c9f2691579b7e7c1449a1fb660a4b0d3b4775efaac1c065d	Set url's query to the empty string.	url-class	op.api-url-search-setter	
1352	prose	148415	148627	a1b13b5a9b53684f38192b9b1b2af75391cf091511b501bd09302663082c0340	Basic URL parse input with url as url and query state as state override.	url-class	op.api-url-search-setter	
1353	prose	148631	148795	56a1522057eb0fa2d68c5e75724d5fd370e100a9d96fded393529f1417cd2a96	Set this's query object's list to the result of parsing input.	url-class	op.api-url-search-setter	
1354	algorithm	148809	148963	34f2566f8ebc85b41b3b51f94577dd09cf1bc5944e7de7edeed617c65eb030a4	URL/searchParams	url-class	op.api-url-search-params-getter	
1355	prose	148825	148957	5c2a571bacb7accb37429904a1680c8f5621ae6adf5a6c66b0e5c1c0039a7967	The searchParams getter steps are to return this's query object.	url-class	op.api-url-search-params-getter	
1356	definition	148832	148886	5b3cef1874c26aa9566855130338f9b446aa98e17a3175391ee25d6b4ab1cdd2	URL/searchParams	url-class	op.api-url-search-params-getter	
1357	algorithm	148965	149308	75580836bb871fa4aac882e8f12fcffb445617194ec520d810ea8c68363c59f8	URL/hash	url-class	op.api-url-hash-getter	
1358	prose	148981	149054	eafbb8dbbb44972f74ac9b5e0bb0b6f187941f8b3094e1a2d7788a6d05585d8b	The hash getter steps are:	url-class	op.api-url-hash-getter	
1359	definition	148988	149034	9145a98f817d01b54db8feba860c5002509a534762b60778250aae9c2c566ec5	URL/hash	url-class	op.api-url-hash-getter	
1360	list	149054	149301	846a7c904c362257aa46e269db3256c6dc67609d5e403086a8e3197c204b6b4f	ol	url-class	op.api-url-hash-getter	
1361	prose	149064	149198	2e10f94ab0d6e991cc1ccc812f61d2f7285a07ead935e5a65dcdd45e0c13198d	If this's URL's fragment is either null or the empty string, then return the empty string.	url-class	op.api-url-hash-getter	
1362	prose	149202	149296	bf107ce3cf10b609e332ccd02a24f279d1f14cbc65a4b46856251f7ac31db330	Return U+0023 (#), followed by this's URL's fragment.	url-class	op.api-url-hash-getter	
1363	algorithm	149310	149992	357f310e06e13d79ba64777366e384012ff344b6b6d61d3503691e859b0c7b38	hash setter	url-class	op.api-url-hash-setter	
1364	prose	149340	149409	a635ba7dd28e2fc15c83e08a502564329708e45d3b73a2e797c4e7770eecc91b	The hash setter steps are:	url-class	op.api-url-hash-setter	
1365	list	149409	149985	ed5e4db0fd771956c7215680fad33a8d7584098014e2d98419379386cf8e0526	ol	url-class	op.api-url-hash-setter	
1366	prose	149419	149553	42a82c9fa5b06172ef9c2f53a93afe288e13ade4751fb369171e2960f2c0c2d0	If the given value is the empty string, then set this's URL's fragment to null and return.	url-class	op.api-url-hash-setter	
1367	prose	149557	149652	5f0d1345ec577915af48f47fe3dfea0ad6affa6d17262aee6534ac3da1f8e88d	Let input be the given value with a single leading U+0023 (#) removed, if any.	url-class	op.api-url-hash-setter	
1368	prose	149656	149745	4eee43377d59d5afa29dfda5682846f246210d7578c95564630c54914f758a8d	Set this's URL's fragment to the empty string.	url-class	op.api-url-hash-setter	
1369	prose	149749	149980	d85326881d5d100cfae3c5032c402794beb6e428319ef115301fa45ea391146e	Basic URL parse input with this's URL as url and fragment state as state override.	url-class	op.api-url-hash-setter	
1370	heading	149995	150054	7e85860aeda7f0551460f60ac407c3c4cc94e16c5af01418f4333ce75e8b07fb	URLSearchParams class	interface-urlsearchparams	-	structural heading
1371	idl	150072	150111	397c53ddee231c859425e592ab64fe58358d7d4f5593c59a28976a517ca2c26e	[Exposed=*] interface URLSearchParams {	interface-urlsearchparams	idl.url-search-params-interface	
1372	idl	150114	150232	fce36d832542e1ef1f77f157c2709a48a2a928a297d9cd3e4b7fc7b6b449534d	constructor(optional (sequence&lt;sequence&lt;USVString>> or record&lt;USVString, USVString> or USVString) init = "");	interface-urlsearchparams	idl.url-search-params-constructor	
1373	idl	150236	150274	3d8a9bbf96632ceadfb3d8e1573a9ca646c5692f78f7d95b2d70b3874db28142	readonly attribute unsigned long size;	interface-urlsearchparams	idl.url-search-params-size	
1374	idl	150278	150328	9f9d5016ee6ae7bc38d5ff3919b763db13e9ffd4f14a568e853872decb80dc68	undefined append(USVString name, USVString value);	interface-urlsearchparams	idl.url-search-params-append	
1375	idl	150331	150390	df60f97028d32bde09d0518506ca28e9ce327a97be81d257812d24f6fc1564be	undefined delete(USVString name, optional USVString value);	interface-urlsearchparams	idl.url-search-params-delete	
1376	idl	150393	150424	1a423d8b9615086b279ce237f578c13dddfb2463e0d8e4a047e29e6752bcdb88	USVString? get(USVString name);	interface-urlsearchparams	idl.url-search-params-get	
1377	idl	150427	150473	3d7ef2fe5a4f8ed0e381340cc3885cb84160095a0da49c6e54cfc477e4bb1dec	sequence&lt;USVString> getAll(USVString name);	interface-urlsearchparams	idl.url-search-params-get-all	
1378	idl	150476	150530	0c164c8780c7d0357d6d6b8ca5a277a4199488585029e19b470f80836747555f	boolean has(USVString name, optional USVString value);	interface-urlsearchparams	idl.url-search-params-has	
1379	idl	150533	150580	2299ff700f2ba40a05011c644df0db4605a9e217e63be7e7a1d5f06b4fb7a10b	undefined set(USVString name, USVString value);	interface-urlsearchparams	idl.url-search-params-set	
1380	idl	150584	150601	6fe734e5e950b98b005bf3b57f1ad49f64fa501bf0e54b2971943b136e2007fb	undefined sort();	interface-urlsearchparams	idl.url-search-params-sort	
1381	idl	150605	150639	281ce0be5582c33b30332bd34b5e6693d38703c8c5535de6070aaadc4b11faba	iterable&lt;USVString, USVString>;	interface-urlsearchparams	idl.url-search-params-iterable	
1382	idl	150642	150654	2ad40d7d9fcac8600ca0f0e1a2484817c0dd71bfbea86d3eababab4e177fa07b	stringifier;	interface-urlsearchparams	idl.url-search-params-stringifier	
1383	prose	150727	150818	3b5bcb69a4b328c2fa6d39cd8602327ddb7ac925814a81b793bc03206e41cd7a	Constructing and stringifying a {{URLSearchParams}} object is fairly straightforward:	interface-urlsearchparams	-	Finite URLSearchParams construction and stringification example for op.api-url-search-params-constructor and op.api-url-search-params-stringification.
1384	prose	150977	151361	f21dcee9aba4cc9982b2fec681138839d114fc2aa7844e7d130d5fa2fcf789a6	As a {{URLSearchParams}} object uses the application/x-www-form-urlencoded format underneath there are some difference with how it encodes certain code points compared to a {{URL}} object (including {{URL/href}} and {{URL/search}}). This can be especially surprising when using {{URL/searchParams}} to operate on a URL's query.	interface-urlsearchparams	rule.api-url-search-params-and-query-encoding	
1385	prose	151870	152059	0b67402c9f9d0cd49126dbf5e2ae233fdf622a9125d36d61402689f34d8dbe9c	{{URLSearchParams}} objects will percent-encode anything in the application/x-www-form-urlencoded percent-encode set, and will encode U+0020 SPACE as U+002B (+).	interface-urlsearchparams	rule.api-url-search-params-and-query-encoding	
1386	prose	152059	152303	b329a6cd381333d5b048d3c0351c6703f984ef2afb40f19eba7c3f7faadeeb3c	Ignoring encodings (use UTF-8), {{URL/search}} will percent-encode anything in the query percent-encode set or the special-query percent-encode set (depending on whether or not the URL is special).	interface-urlsearchparams	rule.api-url-search-params-and-query-encoding	
1387	prose	152311	152363	deab982038b96adf5e6125ee3dc287d9959c8560ae46a2c8b931303c9a8b879d	A {{URLSearchParams}} object has an associated:	interface-urlsearchparams	type.api-url-search-params-object-state	
1388	list	152363	152702	353f5a91b92c4ebdf21c5a7b750c42a232ec41fb56ce0f70222048fc6fe11215	ul	interface-urlsearchparams	type.api-url-search-params-object-state	
1389	definition	152385	152459	bc40589395b82ae17f3c0dd65bedc659e0e47c6c87745098c0ff8fb390743b51	concept-urlsearchparams-list	interface-urlsearchparams	slot.api-url-search-params-list	
1390	definition	152566	152652	e3c7e28b4746907a3ca4b46b86fc38ad6e35f171e27cf1e4d0ba9f3244711606	concept-urlsearchparams-url-object	interface-urlsearchparams	slot.api-url-search-params-url-object	
1391	algorithm	152704	153795	ce7a8b3f12c48dd6142451ba927a23bfecf5e5ba95d2a07034fbf5378b62026f	URLSearchParams/initialize	interface-urlsearchparams	op.api-url-search-params-initialize	
1392	prose	152720	152872	eeb28dc13ac97236274e25a2e6fc642f34921b0c8dff05bf132c8917bcf3008f	To initialize a {{URLSearchParams}} object query with init:	interface-urlsearchparams	op.api-url-search-params-initialize	
1393	definition	152726	152802	858e13974177c12e0b3ea409b69faf8ce1b72ecb201a45679484c99657477ebe	URLSearchParams/initialize	interface-urlsearchparams	op.api-url-search-params-initialize	
1394	list	152872	153788	f8f691ca255528f6cdb0b8cc52819eefbdb484e50fee00b9b7c74ccbec5bf4b7	ol	interface-urlsearchparams	op.api-url-search-params-initialize	
1395	prose	152885	153009	53e4a95d9eaae02a99ae708156d2e7c2927bdb3f26eb1f04da1fa21e7793a87d	If init is a sequence, then for each innerSequence of init:	interface-urlsearchparams	op.api-url-search-params-initialize	
1396	list	153009	153281	147f6c5bb5643a26dd6a97c5c03590d504162184cc82bd977f5fa088abf2688c	ol	interface-urlsearchparams	op.api-url-search-params-initialize	
1397	prose	153021	153127	0d9ba38180bd672fab1929cc6f1c3655feb8d9aee86083c248044b1260ac280e	If innerSequence's size is not 2, then throw a {{TypeError}}.	interface-urlsearchparams	op.api-url-search-params-initialize	
1398	prose	153131	153276	c083e4fbb852542b1c33e1271702a5a12f1193ccbbe4e4223e12caae3b8cb65f	Append (innerSequence[0], innerSequence[1]) to query's list.	interface-urlsearchparams	op.api-url-search-params-initialize	
1399	prose	153288	153551	6d80ecf13033acff994009af4fba253e2ae6fb5666256b47d30fc188d19f0a19	Otherwise, if init is a record, then for each name → value of init, append (name, value) to query's list.	interface-urlsearchparams	op.api-url-search-params-initialize	
1400	prose	153558	153575	3edc1d7f5b60d01f816a60917736eb85d93c8a2a6f63c04b503af97ce3949de4	Otherwise:	interface-urlsearchparams	op.api-url-search-params-initialize	
1401	list	153575	153782	6f4a08809771e9a1bcc80131bcef41503c8cdab69450d1e0be683a6df32d31ab	ol	interface-urlsearchparams	op.api-url-search-params-initialize	
1402	prose	153587	153631	2e0f1a8d7abb23d4d3b0d9ad963fbd0b283f357230a0479dea52f56b3664752a	Assert: init is a string.	interface-urlsearchparams	op.api-url-search-params-initialize	
1403	prose	153635	153777	8a740f200fe5c86c92d785ab771f69c8c7e92c665c4356bed89779c99523e261	Set query's list to the result of parsing init.	interface-urlsearchparams	op.api-url-search-params-initialize	
1404	algorithm	153797	154449	d745e6568fd20c2569fabdf8a6dac8f5db039549959f4ba3e725d62d5e666bcd	concept-urlsearchparams-update	interface-urlsearchparams	op.api-url-search-params-update	
1405	prose	153813	153939	6caddfc79f9a6ebb8d42678b65206671222b8fc5ba7126a62f5cfae04dbad9f1	To update a {{URLSearchParams}} object query:	interface-urlsearchparams	op.api-url-search-params-update	
1406	definition	153819	153890	c28be610427e0c4a95350fe1861632c12669d338df5248c858a8e3135a461b5d	concept-urlsearchparams-update	interface-urlsearchparams	op.api-url-search-params-update	
1407	list	153939	154442	8c996b5e3bbfc854fe5dae8ee5a4ff44a5647cfb7166629278d1c3630e30fec9	ol	interface-urlsearchparams	op.api-url-search-params-update	
